"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G234344","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G234344","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00017","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","golgi."
"G234344","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00675","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","golgi."
"G234344","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00675","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","golgi."
"G234347","Non-Essential","ATPases","Cytoskeleton","Cell cycle defects","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234347","Non-Essential","ATPases","Proteasome","Nucleic acid metabolism defects","PS00017","5","PROTEIN DESTINATION","nucleus."
"G234347","Non-Essential","ATPases","Proteasome","Cell cycle defects","PS00674","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234347","Non-Essential","ATPases","Proteasome","Cell cycle defects","PS00674","5","PROTEIN DESTINATION","nucleus."
"G234359","Non-Essential","Ubiquitin-system proteins","Translocon","Mating and sporulation defects","PS01188","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","ER."
"G234359","Non-Essential","Ubiquitin-system proteins","Assembly complexes","Sensitivity to immunosuppressants","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G234359","Non-Essential","Ubiquitin-system proteins","Gim complexes","Nucleic acid metabolism defects","PS00017","5","PROTEIN DESTINATION","ER."
"G234360","Non-Essential","Molecular chaperones","Gim complexes","Nucleic acid metabolism defects","PS00329","5","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","cytoplasm."
"G234360","Non-Essential","Molecular chaperones","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00329","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234361","Non-Essential","Transcription factors","Synaptonemal complex (SC)","Cell cycle defects","PS00396","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","5","TRANSCRIPTION","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00554","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234361","Non-Essential","Transcription factors","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00036","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00554","5","TRANSCRIPTION","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00017","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00036","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234361","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00036","5","TRANSCRIPTION","nucleus."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00125","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00125","5","ENERGY","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00125","5","METABOLISM","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Auxotrophies, carbon and","PS00125","5","PROTEIN SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell cycle defects","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell cycle defects","PS00125","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell cycle defects","PS00125","5","ENERGY","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell cycle defects","PS00125","5","METABOLISM","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell cycle defects","PS00125","5","PROTEIN SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","5","ENERGY","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","5","METABOLISM","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Cell morphology and organelle mutants","PS00125","5","PROTEIN SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Mating and sporulation defects","PS00125","5","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Mating and sporulation defects","PS00125","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Mating and sporulation defects","PS00125","5","ENERGY","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Mating and sporulation defects","PS00125","5","METABOLISM","cytoplasm."
"G234368","Essential","Protein phosphatases","Serine/threonine phoshpoprotein phosphatase","Mating and sporulation defects","PS00125","5","PROTEIN SYNTHESIS","cytoplasm."
"G234369","Essential","GTP/GDP dissociation inhibitors (GDIs)","Translation complexes","Conditional phenotypes","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234369","Essential","GTP/GDP dissociation inhibitors (GDIs)","Mitochondrial translocase complex","Auxotrophies, carbon and","PS00125","5","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G234371","Non-Essential","Proteases","cAMP-dependent protein kinase","Nucleic acid metabolism defects","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234371","Non-Essential","Proteases","Gim complexes","Nucleic acid metabolism defects","PS00017","5","PROTEIN DESTINATION","cytoplasm."
"G234371","Non-Essential","Proteases","cAMP-dependent protein kinase","Nucleic acid metabolism defects","PS00017","5","TRANSCRIPTION","cytoplasm."
"G234371","Non-Essential","Proteases","cAMP-dependent protein kinase","Nucleic acid metabolism defects","PS00973","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234371","Non-Essential","Proteases","Gim complexes","Nucleic acid metabolism defects","PS00973","5","PROTEIN DESTINATION","cytoplasm."
"G234371","Non-Essential","Proteases","cAMP-dependent protein kinase","Nucleic acid metabolism defects","PS00973","5","TRANSCRIPTION","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Translation complexes","Nucleic acid metabolism defects","PS00017","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Gim complexes","Nucleic acid metabolism defects","PS00017","5","PROTEIN DESTINATION","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Gim complexes","Nucleic acid metabolism defects","PS00017","5","TRANSCRIPTION","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Translation complexes","Nucleic acid metabolism defects","PS00973","5","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Gim complexes","Nucleic acid metabolism defects","PS00973","5","PROTEIN DESTINATION","cytoplasm."
"G234371","Non-Essential","Ubiquitin-system proteins","Gim complexes","Nucleic acid metabolism defects","PS00973","5","TRANSCRIPTION","cytoplasm."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00017","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","plasma membrane."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00017","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00017","6","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","plasma membrane."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00675","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","plasma membrane."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00675","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G234381","Essential","GTP-binding proteins","Cytoskeleton","Carbohydrate and lipid biosynthesis defects","PS00675","6","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","plasma membrane."
"G234382","Essential","ATPases","Replication complexes","Cell cycle defects","PS00017","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G234382","Essential","ATPases","Replication complexes","Cell cycle defects","PS00017","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00227","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00228","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00228","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00227","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00228","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00228","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00227","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00227","6","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoskeleton."
"G234392","Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00228","6","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoskeleton."
