"V1","V2","V3","V4","V5","V6","V7","V9"
"G234612","Non-Essential","Transcription factors","Kinetochore protein complexes","Auxotrophies, carbon and","PS00038","10","?."
"G239593","Non-Essential","GTP-binding proteins","Translation complexes","Auxotrophies, carbon and","PS00927","4","?."
"G234521","Non-Essential","Actin related proteins","Cytoskeleton","Cell morphology and organelle mutants","PS01132","8","?."
"G234147","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00190","2","?."
"G235356","Essential","Polymerases","Translocon","Conditional phenotypes","PS00017","7","?."
"G235149","Essential","Polymerases","RNA processing complexes","Conditional phenotypes","PS00017","2","?."
"G234086","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS01046","2","?."
"G234314","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","4","?."
"G234087","Essential","ATPases","Replication complexes","Nucleic acid metabolism defects","PS00847","16","?."
"G235224","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00017","4","?."
"G235220","Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00678","4","?."
"G234283","Non-Essential","ATPases","Proteasome","Cell cycle defects","PS00154","4","?."
"G238447","Non-Essential","Transcription factors","Translation complexes","Conditional phenotypes","PS00017","3","?."
"G235305","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","5","?."
"G239593","Non-Essential","ATPases","Translation complexes","Auxotrophies, carbon and","PS00927","4","?."
"G240072","Non-Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Stress response defects","PS01047","14","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","14","?."
"G235533","Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00037","10","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Nucleic acid metabolism defects","PS00017","14","?."
"G237026","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Conditional phenotypes","PS00074","15","?."
"G235118","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00012","2","?."
"G236919","Essential","Other kinases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00017","10","?."
"G235186","Essential","Ubiquitin-system proteins","Anaphase promoting complex (APC)","Cell cycle defects","PS00183","4","?."
"G235098","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","1","?."
"G234365","Essential","Ubiquitin-system proteins","RNA processing complexes","Conditional phenotypes","PS00499","5","?."
"G234802","Non-Essential","ATPases","Nonsense-mediated mRNA decay pathway complex","Sensitivity to aminoacid analogs and other drugs","PS00017","13","?."
"G235888","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","16","?."
"G235848","Essential","Transcription factors","Replication complexes","Conditional phenotypes","PS00017","15","?."
"G234741","Essential","Molecular chaperones","Translocon","Conditional phenotypes","PS00296","12","?."
"G235562","Essential","Other kinases","Anaphase promoting complex (APC)","Cell cycle defects","PS00183","11","?."
"G235878","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","16","?."
"G235339","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","13","?."
"G234389","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","6","?."
"G234739","Essential","ATPases","Translation complexes","Sensitivity to antibiotics","PS00211","12","?."
"G237587","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell cycle defects","PS00765","2","?."
"G235547","Non-Essential","Transcription factors","Cytoskeleton","Cell cycle defects","PS00038","10","?."
"G235646","Essential","ATPases","Cytoskeleton","Cell morphology and organelle mutants","PS00325","12","?."
"G234372","Non-Essential","GTPase activating proteins (GAPs)","Transcription complexes/Transcriptosome","Cell cycle defects","PS00017","5","?."
"G235705","Essential","Polymerases","Kinetochore protein complexes","Conditional phenotypes","PS01166","2","?."
"G234847","Non-Essential","Polymerases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell cycle defects","PS00116","14","?."
"G235893","Non-Essential","Cyclins","RNA processing complexes","Cell cycle defects","PS00108","16","?."
"G235878","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00017","16","?."
"G238400","Non-Essential","Transcription factors","Cytoskeleton","Cell cycle defects","PS00018","9","?."
"G239588","Non-Essential","Transcription factors","Cytoskeleton","Auxotrophies, carbon and","PS00038","10","?."
"G235291","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","4","?."
"G235186","Essential","Ubiquitin-system proteins","Anaphase promoting complex (APC)","Cell cycle defects","PS00183","4","?."
"G236771","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00599","4","?."
"G234683","Non-Essential","Major facilitator superfamily proteins (MFS)","RNA processing complexes","Conditional phenotypes","PS00387","11","?."
"G237429","Non-Essential","Ubiquitin-system proteins","Translocon","Cell morphology and organelle mutants","PS00633","13","?."
"G234698","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","12","?."
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00211","12","?."
"G235638","Non-Essential","Cyclins","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G234490","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00017","16","?."
"G234679","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Auxotrophies, carbon and","PS00120","11","?."
"G235794","Non-Essential","Cyclins","Histone deacetylase complexes","Sensitivity to aminoacid analogs and other drugs","PS00294","14","?."
"G235055","Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00350","16","?."
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G234701","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00017","12","?."
"G235612","Non-Essential","Protein phosphatases","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00299","12","?."
"G239913","Ambiguous-Non-Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS01166","15","?."
"G235256","Non-Essential","GTP-binding proteins","Cytoskeleton","Mating and sporulation defects","PS00017","4","?."
"G234701","Non-Essential","Molecular chaperones","Intracellular transport complexes","Conditional phenotypes","PS00871","12","?."
"G234226","Non-Essential","GTP-binding proteins","Intracellular transport complexes","Stress response defects","PS01019","4","?."
"G235705","Essential","Polymerases","Kinetochore protein complexes","Conditional phenotypes","PS01166","2","?."
"G235325","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00463","5","?."
"G235476","Essential","Transcription factors","Anaphase promoting complex (APC)","Cell cycle defects","PS00017","8","?."
"G234339","Non-Essential","Proteases","Proteases, mitochondrial","Auxotrophies, carbon and","PS00017","5","?."
"G235901","Non-Essential","GTP-binding proteins","Cytoskeleton","Conditional phenotypes","PS00599","15","?."
"G236831","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Stress response defects","PS00028","4","?."
"G234743","Non-Essential","Protein phosphatases","Synaptonemal complex (SC)","Nucleic acid metabolism defects","PS00633","12","?."
"G234573","Essential","Molecular chaperones","Translocon","Cell morphology and organelle mutants","PS00017","10","?."
"G237321","Non-Essential","Transcription factors","Intracellular transport complexes","Nucleic acid metabolism defects","PS00028","7","?."
"G234847","Non-Essential","Cyclins","Cyclin-CDK (Cyclin-dependent kinases) complexes","Auxotrophies, carbon and","PS00108","14","?."
"G235541","Non-Essential","Molecular chaperones","Translocon","Conditional phenotypes","PS00297","10","?."
"G234758","Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell morphology and organelle mutants","PS00755","12","?."
"G236661","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G235325","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00028","5","?."
"G234256","Non-Essential","Ubiquitin-system proteins","Translocon","Carbohydrate and lipid biosynthesis defects","PS00013","4","?."
"G239971","Essential","ATPases","SCF (Skp1-Cdc53-F-box protein) complexes","Stress response defects","PS00678","9","?."
"G235931","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","16","?."
"G235908","Non-Essential","Transcription factors","Assembly complexes","Nucleic acid metabolism defects","PS00633","16","?."
"G234147","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00190","2","?."
"G234490","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00028","8","?."
"G235783","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00017","14","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00017","16","?."
"G235882","Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00017","16","?."
"G235770","Non-Essential","Cyclins","Gim complexes","Mating and sporulation defects","PS00107","14","?."
"G234739","Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00017","12","?."
"G234615","Essential","Actin related proteins","Intracellular transport complexes","Cell morphology and organelle mutants","PS01132","10","?."
"G235646","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00432","12","?."
"G239922","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G235284","Essential","GTP-binding proteins","Translation complexes","Auxotrophies, carbon and","PS00030","4","?."
"G235311","Ambiguous-Essential","ATPases","RNA processing complexes","Cell morphology and organelle mutants","PS00017","5","?."
"G234147","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00190","2","?."
"G235385","Non-Essential","Transcription factors","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","7","?."
"G238920","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00136","13","?."
"G235352","Essential","ATPases","Proteasome","Cell cycle defects","PS00854","6","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Translation complexes","Mating and sporulation defects","PS00299","12","?."
